countryname;ISO3;year;nominalGDP;realGDP;realGDPpercapita;realGDPinUSD;deflator;consumptions;realconsumptions;consumptionsinGDPpercent;investments;investmentsinGDPpercent;fixedinvestments;fixedinvestmentsinGDPpercent;exports;exportsinGDPpercent;imports;importsinGDPpercent;currentaccount;currentaccountinGDPpercent;USDexchangerate;realeffectiveexchangerate;govexpenditures;govexpendituresinGDPpercent;govrevenue;govrevenueinGDPpercent;govtaxation;govtaxationinGDPpercent;govdeficit;govdeficitinGDPpercent;govdebt;govdebtinGDPpercent;housepriceindex;conspriceindex;inflation;pop;unemployment;shortterminterestrate;longterminteresttrate;centralbankpolicyraterate;SovDebtCrisis;CurrencyCrisis;BankingCrisis
Turkey;TUR;2014;2054897,875;1548994;20069,39844;575945,0625;132,6601563;1528592,375;1148391,875;74,38775635;595251,75;28,96746254;590695,375;28,74572945;517948,125;25,20554161;586894,4375;28,56075859;-85321,90625;-4,152123928;2,189539909;86,41897583;656257,1875;29,37757874;660769,5;32,1558342;311720,7813;18,49164963;4512,306641;0,219587877;644136,875;31,34641647;158,580307;135,661438;8,854578972;77,18188477;9,896368027;10,33174419;9,180000305;8,25;0;0;0
Turkey;TUR;2015;2350941,25;1643242,375;21008,36719;610988,375;143,0672302;1735624,5;1206310;73,82678986;662946,6875;28,19920158;694810,5;29,55456924;576715,9375;24,5312767;624345,75;26,55726624;-73906,42969;-3,143695354;2,728672028;85,13697052;746114,5625;28,88192558;757788,9375;32,23342514;359915,3438;18,53047562;11674,38379;0,496583402;681906,375;29,00567436;183,4250031;146,0678253;7,6708498;78,21847534;10,30092812;10,95419502;9,300000191;7,5;0;0;0
Turkey;TUR;2016;2626559,75;1697848,625;21416,40039;631292;154,699295;1947372,5;1264893,25;74,14156342;735951,625;28,01960373;764545,125;29,10822868;606302,125;23,08350945;663066,5;25,24467659;-81608,20313;-3,107037783;3,02395606;83,23748016;889067,9375;30,64548683;854327,875;32,52649689;405801,1875;18,65678215;-34740,09766;-1,322646379;788843,3125;30,0333271;204,7915039;157,4247894;7,775131226;79,27796173;10,90253258;10,32187748;10,18999958;8;0;0;0
Turkey;TUR;2017;3133704,25;1825221,25;22726,43359;678651,5625;171,6890106;2287262,75;1337568,5;72,98910522;961866;30,69421768;935634,625;29,85714722;815998,5;26,03942299;931423;29,7227459;-149162,875;-4,759953976;3,648062944;74,78691864;1064251,5;31,73224258;977015,125;31,17764282;473196,8125;18,14655113;-87236,35156;-2,783809423;929678,4375;29,66707611;224,5962982;174,9687042;11,14400005;80,31269836;10,91759586;12,80576897;11,10000038;8;0;0;0
Turkey;TUR;2018;3761165,5;1880218,25;23096,46094;699100,5;200,0387726;2658790;1360114,375;70,6905899;1107973;29,45823669;1119584,375;29,76695061;1174713,375;31,23269653;1180311;31,38152313;-84468,8125;-2,2458148;4,85492897;62,57564926;1303661,125;33,5436554;1195572,75;31,78729248;545032,875;17,67564774;-108088,4063;-2,873800755;1098685;29,21129227;240;203,5454102;16,32999992;81,40720367;10,94915867;19,82847023;15,88000011;24;0;0;0
Turkey;TUR;2019;4317810;1895608,125;22954,96484;704822,75;227,7796783;3116024,75;1387276,125;72,16678619;1074187,875;24,87807274;1121664,25;25,97762108;1428081,75;33,07421494;1300484,5;30,11907768;61236,42969;1,418228865;5,680637836;62,8058815;1528362,25;35,57164001;1337579;30,97818375;593072,25;17,17185211;-190783,1719;-4,418517113;1463944,875;33,90480042;258,6690063;234,4371338;15,17700005;82,57943726;13,71958351;20,65789604;15,76000023;12;0;0;0
Turkey;TUR;2020;5048568;1930864;23156,09961;717931,5625;261,4667969;3622931,5;1428985,875;71,76156616;1582252;31,3406105;1389478,375;27,52222824;1470182,875;29,12079048;1626798,25;32,22296524;-228587,7656;-4,527774334;7,032102108;55,9764595;1810867;34,06824493;1575610,75;31,20906258;733639,375;18,14299202;-235256,2969;-4,659862041;2110384,25;41,80163956;339,7337952;263,2235718;12,27900028;83,3846817;13,14045048;11,13544178;12,75;17;0;0;0
Turkey;TUR;2021;7256141,5;2151743,25;25571,14453;800058,625;337,2215271;4948005,5;1611878,375;68,19058228;2278752,75;31,40446854;2044233,5;28,17245674;2593613,25;35,74369431;2564229,75;35,33874893;-66211,51563;-0,912489295;8,923289299;49,81198883;2363744;30,94041252;2282701;29,87248039;1023998;17,86363792;-286877,75;-3,953585386;3089354,5;42,57572174;506,9032898;314,8061523;19,59649086;84,14731598;12,00295544;18,71362686;17,61000061;14;0;0;0
Turkey;TUR;2022;15011776;2270808,25;26721,70703;844329,25;661,076355;10352389;1871609,125;68,96178436;5260117,5;35,03993988;4377873;29,16291618;5792174;38,58420181;6392904;42,58592606;-815218,5;-5,430526733;16,61191368;46,87923431;4689483;29,67046165;4072180,75;25,7586441;2069913;16,09207153;-247961,4063;-1,651779294;5291020;35,2457962;1371,002686;542,4387817;72,30883789;84,9799118;10,47851753;14,26100254;18,36000061;9;0;0;0
Turkey;TUR;2023;26276308;2373378;27815,42578;882466,625;1107,126953;19240542;2091232,875;72,4807663;7726921;29,40641785;8456574;31,85663795;8479117;32,26905823;9116335;34,69412613;-960119,0625;-3,653934479;23,81965256;47,33009338;10066823;33,18000031;7657785,5;27,87599945;;;-1393958,125;-5,304999828;7689499;29,26399994;2567,382324;834,5931396;53,85940933;85,32596588;9,390833855;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2013;1522657;1183941,5;25667,12305;178635,3594;128,6091461;1397512;4467919;91,78114319;250108;16,42576027;263661;17,3158493;629401;42,95671844;778143;51,10428619;-132028,375;-8,670920372;7,993000031;97,99040985;588988;38,68159485;529391,6875;34,7676239;257309;16,89868355;-72849,03125;-4,78433609;542544;35,63140106;2567,382324;108,3102722;-0,230589375;46,12677002;7,170000076;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2014;1586915;1064613,25;23157,66992;160630,8906;149,0602264;1429959;4192646;90,10935974;212591;13,39649582;224327;14,13604355;771129;48,59296036;826764;52,09881973;-54631,08203;-3,442596674;11,8739481;76,80764771;690953,875;43,54069901;534545,0625;33,68454361;274446,5938;17,29434776;-70776,03125;-4,459976196;1010314,5;63,66531754;2567,382324;121,3853302;12,14751339;45,97238159;9,270000458;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2015;1988544;960568,6875;20980,0332;144932,4531;207,0173645;1723629;3556646;86,67794037;316841;15,93331623;269422;13,54870701;1045928;52,59767914;1097854;55,2089386;109988,0469;5,531084538;21,8123436;71,558815;743094,125;37,36875153;711071,375;35,75839233;406684,4063;20,45136452;-23063,63281;-1,159825087;1397127,875;70,25883484;2567,382324;180,4998322;48,56735992;45,78489685;9,140000343;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2016;2385367;984016;21571,33594;148470,2344;242,4114075;2032328;3627116;85,19980621;518201;21,72416306;368691;15,45636368;1175953;49,29861832;1341115;56,22258377;-47678,78906;-1,998803139;25,58732796;71,9278717;799203,3125;33,50441742;744299,75;31,20273399;468250,4063;19,63011932;-58663,33203;-2,459300041;1712921,25;71,80954742;2567,382324;205,6122437;13,95196629;45,61683273;9,350000381;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2017;2981227;1007238,563;22168,27148;151974,0938;295,9802246;2618126;3932403;87,82041931;595194;19,96473312;470327;15,77628899;1434713;48,12491608;1666806;55,9100647;-92370,01563;-3,098389149;26,59361267;76,22834015;1001877,313;33,60620499;971015,4375;32,57099915;597806,625;20,05236816;-70209,88281;-2,355066538;1989511,375;66,73464966;2567,382324;235,2992096;14,44299984;45,43604279;9,5;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2018;3560302;1042374,688;23056,84375;157275,5;341,5568237;3209292;4211829;90,14100647;661801;18,58833885;628296;17,64726639;1610511;45,23523712;1921302;53,96458054;-174953,5625;-4,914009094;27,21127319;80,47336578;1189451,25;33,40871811;1144104,5;32,13504028;717135,6875;20,14255333;-75603,76563;-2,12352109;2026023,75;56,90595245;2567,382324;261,0688477;10,93999958;45,20890808;8,798999786;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2019;3977198;1075725,5;23927,63086;162307,5313;369,7223816;3705058;4434211;93,15749359;592219;14,89035702;700617;17,61584473;1639866;41,23168945;1959945;49,27954483;-106587,2109;-2,67995739;25,82363129;93,06919861;1314759,75;33,0574379;1267367,625;31,86584282;763468,5;19,19614029;-82787,04688;-2,081542015;1922071,25;48,32727051;2567,382324;281,6585999;7,886000156;44,9574585;8,194000244;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2020;4222026;1035355,438;23172,67383;156216,4219;407,7851868;3908788;4486560;92,58086395;377124;8,932299614;564315;13,36597633;1639060;38,82164764;1702946;40,33480453;141985,2813;3,362965584;27,02677536;91,80795288;1570982,25;37,20920563;1364421,125;32,31673813;808577,125;19,15139961;-249859,625;-5,918003082;2479012,75;58,71618652;2567,382324;289,3548889;2,732492208;44,68001556;9,475000381;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2021;5450849;1071029,875;24177,48828;161599,0469;508,9353027;4734271;4734271;86,85382843;788599;14,467453;719771;13,20475006;2217860;40,68833923;2289881;42,00962067;-105924,9844;-1,943274975;27,26803017;93,93390656;1813038,25;33,26157379;1638241;30,05478668;1040148,625;19,08232307;-216239;-3,967070103;2662271,5;48,84141159;2567,382324;316,4476013;9,360625267;44,2986412;9,833999634;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2022;5239114;763016,875;18588,05859;115125,4531;686,6314697;5469268;4001826;104,3929977;634629;12,11328888;621856;11,86948776;1857010;35,44511414;2721793;51,95139694;257962,2031;4,923775196;32,41794586;94,78109741;3033172,75;57,89476776;1726621,625;32,95636749;874487,125;16,69150734;-824956,875;-15,74611378;4279988;81,69297028;2567,382324;380,3182373;20,18363571;41,04876709;24,52799988;26,01099777;17,92000008;42,5;0;0;0
Ukraine;UKR;2023;6537825;803642,4375;21298,22461;121255,1172;813,5241089;6916714;4290657;105,7953339;989221;15,1307354;1104704;16,89711761;1868904;28,58602142;3237014;49,51209259;-353120,125;-5,401186466;36,56700897;91,70874786;4307259,5;74,41600037;2371685;54,80799866;;;-1281936,75;-19,6079998;5382526;82,32900238;2567,382324;429,1853943;12,84902191;37,73283768;19,0720005;26,01099777;17,92000008;42,5;0;0;0
United States;USA;2013;16880684;15965382;50513,78125;18770710;105,7330399;13918978;14537168;82,45506287;3440159;20,37926483;3334682;19,75442505;2287922;13,55349159;2766375,5;16,38781738;-339517,0313;-2,011275291;1;97,55634308;6548912;22,881464;5565372;32,9688797;1765757,625;19,31056976;-983539,0625;-5,826416969;16091025;95,32211304;115,6559982;106,833847;1,464837551;316,0599365;7,372598171;0,166666672;2,350833416;0,125;0;0;0
United States;USA;2014;17608138;16368320;51410,25;19244450;107,574501;14436727;14851616;81,98894501;3680311,25;20,90119553;3595519;20,4196434;2378544,75;13,50821304;2887445;16,39835548;-370055,9688;-2,101619005;1;99,19590759;6721068;22,61007309;5809933;32,99572754;1918847,75;19,67031288;-911136,0625;-5,174516678;16807642;95,4538269;121,4196014;108,5669327;1,622224092;318,386322;6,158009052;0,124166667;2,540833235;0,125;0;0;0
United States;USA;2015;18295020;16850456;52536,35156;19811304;108,5728455;14901426;15309470;81,45072937;3917912,75;21,41518784;3777790;20,64928246;2270622,25;12,41114998;2794941,75;15,27706432;-408454;-2,232596636;1;109,9057312;6910981;22,37353516;6068701;33,1713295;2044355,5;19,9355793;-842280,0625;-4,603876114;17555134;95,95580292;128,0574951;108,6957245;0,118625052;320,7389832;5,277789116;0,226666674;2,135833263;0,375;0;0;0
United States;USA;2016;18804914;17157042;53105,98047;20171762;109,6046371;15380223;15666546;81,78832245;3927962,5;20,88795853;3888894;20,68020248;2235558;11,8881588;2738829,75;14,56443691;-396216,0313;-2,106981277;1;114,5682144;7156461;22,41592216;6142532;32,664505;2040410,125;19,58133507;-1013929,063;-5,391830444;18415386;97,92858887;135,0211945;110,067009;1,261581421;323,0717468;4,869153023;0,644166648;1,841666698;0,625;0;0;0
United States;USA;2017;19612102;17578698;54067,98438;20667508;111,5674286;16006340;16006340;81,61460876;4149091,75;21,15577316;4116417;20,98916817;2388260;12,1774807;2931588,5;14,94785404;-367615;-1,874429345;1;114,3384552;7407367;22,14069939;6538636;33,33980179;2256236;20,31409454;-868729,9375;-4,429560661;19027916;97,02130127;143,2059021;112,4115601;2,135999918;325,1221313;4,356773376;1,152500033;2,329999924;1,375;0;0;0
United States;USA;2018;20656516;18100170;55379,60547;21280610;114,1233292;16794174;16408174;81,30206299;4455419;21,56907463;4399011;21,29599762;2538089;12,28711128;3131165,75;15,15824795;-439849,0313;-2,129347563;1;113,20755;7792499;22,16947937;6529089;31,60789108;2052156,875;18,7358799;-1263410;-6,116278172;20336230;98,44946289;149,8771057;115,1573029;2,440000057;326,8381958;3,896420479;2,188333273;2,910000086;2,375;0;0;0
United States;USA;2019;21521396;18546708;56488,01563;21805610;116,0389023;17449600;16810136;81,01027679;4667370;21,68711662;4594718;21,33111382;2538450,5;11,79500866;3116953,5;14,48304558;-441750;-2,05260849;1;116,4511032;8237882;22,51648903;6794378;31,57034111;2129731,25;18,88475227;-1443504;-6,707297325;21528358;100,0323486;156,6121979;117,244194;1,812000036;328,3299561;3,668549061;2,207499981;2,144166708;1,625;0;0;0
United States;USA;2020;21322950;18136182;54705;21322950;117,5713272;17406510;16546516;81,51364899;4564821;21,40802002;4609868;21,58773613;2150112,5;10,08355999;2776503,5;13,02119827;-597139;-2,800452232;1;118,007843;10049089;31,6489315;6896453;32,34286499;2134536;19,34328461;-3152636;-14,78517723;26557924;124,5508881;171,6517029;118,6904984;1,233584404;331,526947;8,056297302;0,533636391;0,894166648;0,125;0;0;0
United States;USA;2021;23594030;19188120;57787,01563;22559728;122,9616547;19489230;17743498;82,29842377;5043034,5;21,37419701;5039778;21,28179359;2550038,25;10,80798054;3408276,5;14,44550323;-831445;-3,523963451;1;115,6271057;10569448;30,75930786;7851743;33,27851486;2619127,75;20,64712524;-2717705;-11,51861286;27947306;118,4507523;201,1779022;124,2664108;4,69785881;332,0489807;5,35114193;0,11416667;1,442499995;0,125;0;0;0
United States;USA;2022;25744108;19559504;58689,41406;22996370;131,6194305;21257372;18155662;81,73745728;5633405;21,88230896;5558807;21,37436104;2995046,25;11,63390923;3966164,5;15,406106;-971594;-3,774044037;1;126,6256561;10085798;24,24823761;8998068;34,95195007;3212192,75;21,56011009;-1087729;-4,225157261;29062430;112,8896332;215,7124023;134,2112122;8,002799988;333,2714233;3,648474455;2,227499962;2,951666594;4,375;0;0;0
United States;USA;2023;27360934;20056844;59886,39063;23581100;136,4169464;22546724;18627504;81,33530426;5836399;21,33113861;5929632;21,39062119;3027243,5;11,06410885;3825929,5;13,98318291;-818823;-2,992671967;1;127,5404205;10618032;23,94959068;8500877;17,16646957;2903814,75;10,22380638;-1933870,75;-7,06799984;31431464;114,8771591;227,7976074;139,7357941;4,116338253;334,9148865;3,636942148;5,177499771;3,957499981;5,375;0;0;0
South Africa;ZAF;2013;3868630,25;3308201,75;60502,46875;337950,4063;116,9405746;3208940;3567469,25;82,94770813;741568,4375;19,1687603;718741,6875;18,57871246;1097889,375;28,37928009;1179767,75;30,49574661;-206064,25;-5,326542854;9,658115387;82,10437775;1209302,5;31,25919151;1060398,75;27,41018677;921948,375;23,83139229;-141798,125;-3,665331364;1706165,5;44,10257339;118,5970001;117,2913666;5,776408672;54,67879105;24,73737717;5,078237057;7,719594002;5;0;0;0
South Africa;ZAF;2014;4133873;3354974;60346,86328;342728,4375;123,2162476;3431543,5;3603186;83,01037598;764268,9375;18,48796272;756548,3125;18,30119896;1198848,75;29,00061989;1260788,125;30,49895477;-198686,25;-4,806297779;10,85127258;77,09568787;1318926,625;31,90534973;1193557,25;28,87261391;1009985,125;24,43193436;-164931,6406;-3,989760637;1942405,25;46,9875412;126,3223038;124,4509506;6,136020184;55,59483719;25,07926941;5,798091412;8,243853569;5,75;0;0;0
South Africa;ZAF;2015;4420792,5;3399322;59927,89063;347258,8125;130,0492401;3654501;3654501;82,66619873;823735,3125;18,63320351;796138,4375;18,00895309;1225162,5;27,71363831;1282606,25;29,01303864;-191833;-4,339334965;12,78373432;75,24330139;1488913,125;33,67977905;1310643,75;29,64725876;1107350,75;25,0486927;-162337,1563;-3,672127962;2327598,5;52,65115738;134,7985992;130,161087;4,509208202;56,72353745;25,34509659;6,052202702;8,159151077;6,25;0;0;0
South Africa;ZAF;2016;4759554,5;3421912,25;59761,42188;349566,5313;139,0904846;3930851;3690648,5;82,58863068;807241,875;16,96045113;830137,875;17,44150352;1340104,375;28,15608788;1318642,625;27,70516968;-127354,2422;-2,675759792;14,69231224;70,67391205;1532084,5;32,18965912;1382206;29,04065895;1181719,125;24,82835579;-188478,5156;-3,960003376;2557727;53,73879242;140,0348053;138,4041138;6,594604492;57,259552;26,71530533;7,228079796;9,016840935;7;0;0;0
South Africa;ZAF;2017;5078190;3461536,25;60059,45313;353614,3438;146,7033539;4176559,75;3736855,75;82,24504852;843524,5625;16,61073303;832762,5;16,39880562;1388381;27,34007645;1330275,375;26,19585609;-120236,25;-2,367698908;13,31956482;79,64617157;1688590,25;33,25181198;1468265;28,91315651;1257831,5;24,76928711;-219907,2969;-4,330426693;2856975,5;56,25971985;146,0171967;145,7101135;5,272999763;57,63516235;27,45900917;7,331862926;9,054001808;6,75;0;0;0
South Africa;ZAF;2018;5363190,5;3515425;59976,87891;359119,375;152,5616608;4468658;3837308,25;83,3208847;867259,125;16,17058182;853936,1875;15,92216778;1474718,5;27,49703789;1447445,125;26,98850822;-157091,5;-2,929068089;13,2548542;80,82602692;1823243,25;33,99549866;1521233,375;28,36433601;1335160,625;24,89489365;-195925,8594;-3,653158665;3169769,5;59,10231018;150,7944946;152,4304657;4,5;58,61300278;27,12827301;7,155443192;9,127576828;6,75;0;0;0
South Africa;ZAF;2019;5625206,5;3524562,75;59148,98047;360052,8438;159,6001282;4706776;3891320,5;83,67294312;889952,3125;15,82079315;870162,625;15,46898937;1530176;27,20212936;1501697,625;26,69586754;-146503,5;-2,604411125;14,45347691;78,27254486;1949318,375;34,65327454;1625550,5;28,89761543;1398839,5;24,86734581;-285735,3125;-5,07955265;3633280,25;64,58927917;153,7969971;158,7115936;4,130000114;59,58788681;28,69305038;7,084256649;9,072574615;6,5;0;0;0
South Africa;ZAF;2020;5567973,5;3314380,5;54726,71875;338581,5938;167,9944;4631681,5;3715080;83,26229095;698086,625;12,53753471;767569,75;13,79836082;1532715,625;27,52735138;1289514,375;23,15949249;108241,2422;1,943997145;16,44499779;71,05368042;2104693,5;37,83541489;1547219,25;27,8138752;1294173,125;23,26494408;-560843,25;-10,07266331;4216376,5;75,72550964;160,1994934;163,9092255;3,223885059;60,56238174;29,43544579;4,545618534;10,07324219;3,5;0;0;0
South Africa;ZAF;2021;6208786;3470257,75;56424,57031;354505,2813;178,9142609;5040256;3894244,75;81,03108215;787978,4375;12,69134426;811814,9375;13,05136967;1931635,25;31,1113205;1550539;24,97330475;226678,0156;3,650923252;14,78633213;77,65821838;2147881;34,53100967;1870105,25;30,06526756;1610685,125;25,89462662;-394589,5938;-6,355341911;4582488,5;73,80651093;169,7485046;171,376297;4,609058857;61,50260162;34,26652145;3,783810377;9,789731979;3,75;0;0;0
South Africa;ZAF;2022;6628550,5;3536553,75;56695,15625;361277,7813;187,429657;5486721;3973510,5;82,43860626;1016209,625;15,3307972;936141,375;14,06562996;2223112,75;33,53844452;2089470,875;31,52228928;-30001,25;-0,452606499;16,385952;75,99499512;2228258,5;33,47983551;2014836,75;30,2731514;1730799,5;26,00545883;-321376;-4,848360062;5053423,5;76,23723602;175,7456055;183,1479034;7,039727211;62,37841034;33,50915527;5,063747883;10,73648739;7;0;0;0
South Africa;ZAF;2023;6970162,5;3557832;56283,78125;363451,4688;195,9103851;5882305,5;4012529,5;83,74588013;1062199,75;15,23923969;1049013,5;14,93471432;2301765;33,02311707;2279197;32,69933701;-112456,4922;-1,613398433;18,4576683;69,83482361;2228258,5;32,62099838;2014836,75;26,77799988;1730799,5;26,00545883;-407266,5938;-5,842999935;5113520;73,36299896;177,3423004;193,9531708;6,073908329;63,21238327;32,37400055;7,93597126;11,62391663;8,25;0;0;0
