countryname;ISO3;year;nominalGDP;realGDP;realGDPpercapita;realGDPinUSD;deflator;consumptions;realconsumptions;consumptionsinGDPpercent;investments;investmentsinGDPpercent;fixedinvestments;fixedinvestmentsinGDPpercent;exports;exportsinGDPpercent;imports;importsinGDPpercent;currentaccount;currentaccountinGDPpercent;USDexchangerate;realeffectiveexchangerate;govexpenditures;govexpendituresinGDPpercent;govrevenue;govrevenueinGDPpercent;govtaxation;govtaxationinGDPpercent;govdeficit;govdeficitinGDPpercent;govdebt;govdebtinGDPpercent;housepriceindex;conspriceindex;inflation;pop;unemployment;shortterminterestrate;longterminteresttrate;centralbankpolicyraterate;SovDebtCrisis;CurrencyCrisis;BankingCrisis
South Korea;KOR;2022;2161773824;1825302400;35324396;1761261,75;118,4337387;1445102336;1448164736;66,84799194;716517504;33,14488602;695428416;32,16934204;1043526400;48,27176285;1043372416;48,26464081;31279130;1,44691968;1292,9823;131,8377686;882951872;33,64303207;843160192;39,00316238;398730080;23,92268181;-37784472;-1,747845769;1106377088;51,17913055;151,3706055;124,7095947;5,087887764;51,67256927;2,864024639;2,474999905;3,363500118;3,25;0;0;0
South Korea;KOR;2023;2235979520;1849649152;35767848;1784754,25;120,8866806;1516815360;1471780864;67,82611084;718769280;32,14561081;719212032;32,1603775;982762880;43,95223236;982382528;43,93521881;46652404;2,086441517;1306,851196;131,0766144;827785472;23,15500069;806752128;22,48399925;351646656;23,92268181;-22873010;-1,022952557;1232648064;55,1278801;142,8535004;129,1959686;3,592814445;51,71261978;2,685002565;3,709166765;3,642333269;3,5;0;0;0
Luxembourg;LUX;2013;48927,88281;44870,43359;82579,57031;63785,36328;109,0425873;24361,4082;22734,03711;49,62147141;8798,042969;17,98165512;9060;18,45420647;86539,05469;176,870636;70757,96875;144,6168671;2495,831055;5,101040363;0,753234029;100,5693359;20176,02734;29,95284653;20588,86133;42,08001709;12053,80957;25,82519913;-478,2922363;-0,977545321;7662,310547;15,66041756;115,7228012;108,005722;1,699213624;0,543359995;5,900000095;0,220666662;1,850916624;0,75;0;0;0
Luxembourg;LUX;2014;51768,21484;46046,80859;82770,51563;65457,63281;112,4251938;25258,67188;23278,76172;48,77008438;9890,824219;19,10597801;9918,900391;19,15167236;94597,8125;182,7333832;77968,89844;150,6115265;2546,02417;4,918122292;0,753941;100,7893372;21021,09766;29,37520409;21714,17773;41,94499969;12815,84375;25,92770195;-139,2499084;-0,268987268;7773,913086;15,01676846;121,5934982;108,6851425;0,695196569;0,556318998;5,900000095;0,209933341;1,336833358;-0,125;0;0;0
Luxembourg;LUX;2015;54254,5;47097,11328;82683,96094;66950,6875;115,1970825;26260,42188;23902,51758;48,50259399;10374,57227;19,12204933;9371,700195;17,30938721;103827,4063;191,371048;86196,22656;158,8738708;2565,088867;4,727882385;0,901896;97,11987305;21906,68164;29,16481209;22630,45898;41,71166992;12626,99219;24,56109047;-199,7713928;-0,368211657;7870,135742;14,50595951;126,1067963;109,2025757;0,058366895;0,56960398;6,699999809;-0,019366667;0,368750006;-0,224999994;0;0;0
Luxembourg;LUX;2016;56173,5625;49447,19922;84958,77344;70291,4375;113,6031265;27153,12109;24528,07813;48,30822754;10037,43359;17,86860847;9715,5;17,28487587;107333,1094;191,0740662;88334,78906;157,2533112;2656,378662;4,728877068;0,903890014;98,09487915;22495,81055;28,95045471;23559,1582;41,93994141;13359,25781;25,16373634;-34,01008987;-0,060544655;7589,327148;13,51049614;135,911499;109,519989;0,038333014;0,582014024;6,300000191;-0,263691664;0,25424999;-0,400000006;0;0;0
Luxembourg;LUX;2017;58284,32813;50103,35156;84018,65625;71224,1875;116,3282013;28740,76953;25342,92773;49,40926743;11087,43262;19,02300835;10360,59961;17,81126595;112046,6953;192,2415466;93566,52344;160,5346222;2588,361328;4,440921783;0,887039006;98,92281342;24058,25391;29,57203865;24854,91406;42,64424896;14261,9082;26,01520729;-290,7603149;-0,498865366;9705,886719;16,65265274;141,6251068;111,4155655;2,109174013;0,596336007;5,5;-0,329050004;0,544833362;-0,400000006;0;0;0
Luxembourg;LUX;2018;60063,73438;50729,75781;83443,96875;72114,65625;118,3994141;30286,96289;26242,76758;50,37654114;10154,02637;16,9054184;9741,700195;16,2034359;118690,5078;197,607605;99034,80469;164,8828583;3899,863037;6,492874622;0,847581983;100,3188782;25406,72852;30,46146774;27194,73828;45,27647018;16183,25879;28,44394302;579,416626;0,964669704;9678,279297;16,11334991;154,6022034;113,1182098;2,015842915;0,607949972;5,599999905;-0,322091669;0,564666688;-0,400000006;0;0;0
Luxembourg;LUX;2019;62212,04688;52213,92969;84215,875;74224,47656;119,1483688;31735,27344;26929,4668;50,83212662;11469,95898;18,4368782;11287,7002;18,08013535;128822,6328;207,0702362;109780,7734;176,4622498;5538,491699;8,902603149;0,893409014;99,60195923;26816,68164;31,03225136;28198,85547;45,32699966;16782,45508;28,3665638;153,6529846;0,246982694;13913,79688;22,36511612;171,1979065;115,0902252;1,6497401;0,620001018;5,599999905;-0,356333345;-0,120583333;-0,449999988;0;0;0
Luxembourg;LUX;2020;64510,49609;51755,34375;82096,73438;73572,57813;124,6450958;31413,99609;26085,44727;48,6855545;11202,63867;17,36560631;10771,40039;16,69355583;130957,4609;203,0017853;109045,4688;169,0352325;5547,105469;8,59876442;0,876828015;100,9931793;30293,64453;34,3391571;28087,92578;43,54008484;16567,54883;26,88819313;-2896,609131;-4,490136147;15875,00391;24,60840416;199,7725067;116,0339127;0,003933508;0,630419016;6,800000191;-0,425150007;-0,413583338;-0,5;0;0;0
Luxembourg;LUX;2021;72273,78906;55458,10156;86644,61719;78836,21875;130,3214264;34629,20313;28427,99414;47,85626221;13606,7832;18,82671928;13156,7998;18,18219566;154160,6875;213,3009644;130098,6953;180,0081329;5715,690918;7,908386707;0,845982015;101,1699982;30967,2832;30,79370117;31357,94141;43,38771057;18992,04492;27,33722305;-281,8117371;-0,38992244;17711,95117;24,50674248;223,9797974;118,9659958;3,473937511;0,640064001;5,300000191;-0,548766673;-0,356583327;-0,5;0;0;0
Luxembourg;LUX;2022;77778,92188;56236,22656;86106,21094;79942,35938;138,3075104;37377,88281;29114,69727;48,21148682;14010,13184;18,01276207;13579;17,51473618;163836,7188;210,6441193;137433,5;176,6976166;5933,420898;7,628571987;0,951774001;98,26382446;34120,05469;31,49531174;33848,0625;43,51829529;20474,16211;27,298069;-720,0897217;-0,925816059;19281,1543;24,78969193;236,3329926;126,5036926;8,156065941;0,653102994;4,81695652;0,341566652;1,727499962;0,4375;0;0;0
Luxembourg;LUX;2023;79639,71875;55610,44922;83445,29688;79052,78906;143,2099915;40613,85156;30128,85938;51,20923233;14580,99805;18,30870056;14379,7998;18,13122177;168550,8125;211,6416626;144099,2344;180,9389038;5375,597656;6,749895096;0,925053;98,6929245;38303,5625;34,28109741;37306,48047;46,84406281;22045,51758;29,28666115;-1467,938965;-1,843224764;24454,69922;30,70666313;202,1434021;131,2367096;2,924885035;0,666429996;5,229271889;3,430599928;2,966500044;3,625;0;0;0
Netherlands;NLD;2013;660448;641350,625;38165,5625;832601,3125;102,977684;476205;454146,5938;71,54876709;122152;18,49532509;121128;18,19921875;527822;79,9187851;460329;69,69950867;64403;9,751411438;0,753234029;99,81506348;309360,9688;27,71426392;289833,4063;43,88436508;136839;21,0605278;-8213,339844;-1,243601322;447387,4688;67,73999786;85,56109619;107,4826736;2,56216383;16,80443192;8,199999809;0,220666662;1,960583329;0,75;0;0;0
Netherlands;NLD;2014;671537;650532,9375;38572,94141;844521,8125;103,2287445;483486;457328,0625;71,24473572;120178;17,89596176;118012;17,38981819;541363;80,61551666;466751;69,50488281;54882,5;8,172669411;0,753941;100,3507767;309478,4063;27,72878265;294342,9063;43,83123016;146172;22,03243256;-7139,620605;-1,063176036;456309,375;67,94999695;87,30539703;108,5317383;0,318343282;16,8650074;8,399999619;0,209933341;1,454666615;-0,125;0;0;0
Netherlands;NLD;2015;690163;663265,4375;39153,98438;861051,125;104,0553207;490626;463532,1875;70,1721344;155099;22,47280693;152468;21,80684471;570528;82,66568756;518682;75,15354919;35905;5,202394009;0,901896;95,96549988;309534,5313;27,74884605;296120,5;42,90587997;152393;22,5630722;-10766,41504;-1,559981465;449434,1563;65,12000275;91,0266037;109,1832047;0,212112099;16,93992233;7,900000095;-0,019366667;0,690333307;-0,224999994;0;0;0
Netherlands;NLD;2016;708177;677471,3125;39780,32031;879493,1875;104,5323944;499586;469745,0625;69,37008667;145151;20,49642944;138952;19,29419899;562421;79,4181366;490380;69,24539948;50390;7,115452766;0,903890014;97,32325745;309097,1563;26,99857712;309995,9688;43,77379608;160944;23,29950333;-6301,243652;-0,88978374;438362,9375;61,90019608;96,89260101;109,5289688;0,104164928;17,03031349;7;-0,263691664;0,291083336;-0,400000006;0;0;0
Netherlands;NLD;2017;738888;697804,1875;40732,71484;905889,3125;105,8875885;518633;478734,9688;69,07176971;152424;20,62883759;148357;19,75825119;616329;83,41304779;536730;72,6402359;65829;8,909198761;0,887039006;97,93798828;313725,0313;25,74923897;323856,2188;43,83021927;173159;24,459795;7533,919922;1,019629478;420797,5625;56,9501152;105,5882034;111,0420609;1,293630958;17,13129616;5,900000095;-0,329050004;0,522083342;-0,400000006;0;0;0
Netherlands;NLD;2018;774116;713976,5;41434,07813;926884,1875;108,4231796;542949;489028,125;68,96578217;162391;20,97760582;157069;19,95102119;655029;84,61638641;573602;74,09767914;72132;9,317983627;0,847581983;99,82698059;327293,5313;25,64447212;338923,4688;43,7820015;180698;24,40441513;6762,070801;0,873521626;405907,6563;52,43498993;114,9815979;112,9336777;1,600907326;17,2316246;4,900000095;-0,322091669;0,576916695;-0,400000006;0;0;0
Netherlands;NLD;2019;812508;727537,5;41945,39063;944489,0625;111,6791916;566538;497099,1875;68,27675629;179660;22,11178207;173484;20,90755653;669630;82,41519165;590510;72,67743683;56258;6,923993587;0,893409014;99,80736542;342262,5938;25,82580376;356880,75;43,92335129;195624;25,38020134;10026,03027;1,233960867;394466,4375;48,5492363;122,4626999;115,9079895;2,675747633;17,34487343;4,400000095;-0,356333345;-0,07016667;-0,449999988;0;0;0
Netherlands;NLD;2020;795983;699274,6875;40092,57813;907798,3125;113,8298035;558446;480341,9688;68,39820099;173420;21,78689766;173694;21,27395821;622053;78,14903259;542444;68,14768982;40957;5,145461559;0,876828015;101,8764572;380729,375;31,14384842;351161,6875;44,11672974;195321;25,76789284;-31348,43164;-3,93832922;435159,9375;54,66950226;133,0706024;117,3828888;1,112362862;17,44149971;4,900000095;-0,425150007;-0,37683332;-0,5;0;0;0
Netherlands;NLD;2021;870079;742537,25;42350,73047;963961,75;117,1764755;606798;502118,1563;68,0610199;187917;21,5976944;184425;20,68588448;730417;83,94835663;633211;72,77626801;105461,9922;12,12096786;0,845982015;102,0983124;399927,5;30,83876419;380472,8438;43,72854233;216724;25,83647537;-28575,83398;-3,2842803;456221,5938;52,43450165;157,7621002;120,5237198;2,826668024;17,53304482;4,199999809;-0,548766673;-0,328083336;-0,5;0;0;0
Netherlands;NLD;2022;958892;775110,5;43789,125;1006248,313;123,7103577;679345;526334,5625;68,35694885;204033;21,27799606;203422;20,46869659;898354;93,6866684;794928;82,90068054;88867;9,2676754;0,951774001;102,2379532;417070,1875;29,24050713;416171,875;43,40132904;237511;25,36114502;-13688,39453;-1,427522063;465127,1875;48,50673294;166,7162018;132,5775299;11,63536072;17,70098114;3,527608633;0,341566652;1,377666712;0,4375;0;0;0
Netherlands;NLD;2023;1035067;776384,9375;43428,98047;1007902,813;133,3187866;735272;534570,375;68,87155151;208222;20,11676598;214544;20,09593582;880729;85,08908081;765289;73,93618011;104430;10,08920193;0,925053;103,3514557;449876,375;29,87545013;446324;43,12030029;265201;26,43213463;-21627,25781;-2,089454889;530892;51,29059219;166,8712006;137,6663818;4,096163273;17,87711716;3,548048973;3,430599928;2,792000055;3,625;0;0;0
Poland;POL;2013;1629472,125;1542514,875;40549,60547;471757,0313;105,6373672;1306200;1206989,5;79,75488281;313720,1875;19,25287247;307917;18,80101395;749765,6875;46,01279831;730417,6875;44,82542038;-31892,52148;-1,95723021;3,1617589;96,26747894;707435,125;24,34367943;637887;39,14685059;256708;19,83497047;-61247,42188;-3,758727789;824155,125;50,57804489;92,31130219;109,3947144;0,991986692;38,04019547;10,60000038;2,975833416;4,033291817;2,5;0;0;0
Poland;POL;2014;1699705;1600486,875;42105,07422;489486,9688;106,1992493;1347034;1247470,125;78,76539612;356115,5;20,95160675;341777;19,98479652;791690,8125;46,57812881;783826,8125;46,11545944;-49493,77734;-2,911903858;3,155145884;96,86358643;729300,375;22,94988632;666943,75;39,23879242;267254;19,89842033;-38811,32813;-2,283415556;770542,9375;45,33392334;93,63700104;109,5818634;0,053822465;38,01173401;9,199999809;2,489166737;3,516211271;2;0;0;0
Poland;POL;2015;1794952,125;1669140,875;43940,47266;510483,8438;107,5374832;1395725;1291928,875;77,13045502;375800,6875;20,93653107;366275;20,24106407;854540,3125;47,60797119;816218,875;45,47301865;-23111,32031;-1,287573099;3,773096085;92,56586456;749153,625;22,84118652;702484,5;39,13667297;282538;19,88675308;-37872,76172;-2,109959364;832105,0625;46,35806274;94,57440186;108,5819702;-0,874127567;37,98641205;7,699999809;1,738333344;2,700556517;1,5;0;0;0
Poland;POL;2016;1853666,5;1721035;45326,07813;526354,9375;107,7064972;1436150;1335248;76,96574402;374991,5;20,22971725;342348;18,34701729;932442,375;50,30259705;876255,125;47,27145386;-18951,35938;-1,022371531;3,944410086;88,94932556;766197,75;23,29538155;721726,6875;38,93508911;302454;20,6264286;-47705,17969;-2,573557854;924951,1875;49,89846802;98,34300232;107,8761597;-0,664764404;37,97008514;6,300000191;1,701666713;3,035689116;1,5;0;0;0
Poland;POL;2017;1982127;1810690,625;47681,33984;553774,875;109,4680099;1543009;1405970,125;77,27269745;397937,0938;20,07626724;348928;17,4740448;1032220,625;52,0764122;975967;49,23836899;-22281,1582;-1,124103427;3,77708292;92,04961395;820978,75;24,992939;791396,6875;39,92663956;334182;21,20326233;-72611,5625;-3,663315535;925118,5;46,67301941;102,1305008;110,0363617;1,975000024;37,97482681;5;1,729166627;3,420000076;1,5;0;0;0
Poland;POL;2018;2124582,75;1916934;50479,17188;586267,9375;110,8323364;1643622;1469918,625;76,53343201;454698,4063;21,40177345;402796;18,75574684;1121461,25;52,78500748;1077467,75;50,71432495;-41230,66406;-1,940647602;3,613291979;93,51576996;880575,875;22,30270576;875274,6875;41,19748688;369059;21,8199234;-11714,39355;-0,551373839;958288,5;45,10478592;109,9421997;112,0147552;1,809999943;37,97475052;3,900000095;1,710833311;3,198333263;1,5;0;0;0
Poland;POL;2019;2285758,75;2001006,375;52705,94922;611980,3125;114,2304611;1750431;1528518,625;75,64756775;466597,9063;20,41326141;443016;19,14561844;1217335,5;53,25738907;1132428,25;49,54277039;-5399,355469;-0,236217216;3,839669943;92,37259674;957181,4375;22,78419113;940191,75;41,13258743;396625;21,77254677;-25018,08594;-1,094519973;1044616;45,70106125;120,3106003;114,4636917;2,308000088;37,96547318;3,299999952;1,717499971;2,347500086;1,5;0;0;0
Poland;POL;2020;2335549;1960518,875;51730;599597,75;119,1291275;1785223;1508168,125;75,55191803;437181,1875;18,71856117;434716;18,39749146;1239331,75;53,06383133;1105170,5;47,31951523;57190,0625;2,44867754;3,8951931;92,93395996;1126841,75;29,79975128;964882;41,31285477;408574;21,87838936;-183325,3906;-7,849349022;1335344,375;57,1747551;131,0670929;118,3188934;3,374469757;37,89907074;3,200000048;0,595000029;1,499166608;0,100000001;0;0;0
Poland;POL;2021;2631279,75;2095201,5;56655,30469;640788,5625;125,5859985;1995810;1597049,375;74,98765564;570666,375;21,68778992;450540;16,92793274;1519002;57,72864151;1429108,5;54,31229782;-34246,85938;-1,301528573;3,862889051;92,59713745;1160178,125;25,72314072;1111935,625;42,258358;503074;23,50570107;-47187,60156;-1,793332696;1414435,375;53,75465775;146,9084015;124,4144974;5,099999905;36,98155975;3,400000095;0,605000019;1,94416666;1,75;0;0;0
Poland;POL;2022;3071963,5;2218401;60247,02734;678467,4375;138,4764709;2364610;1661274,875;76,25683594;675176,625;21,97866631;509661;16,43617058;1933751;62,94837189;1877214,125;61,10795593;-73275,48438;-2,385298014;4,462972164;94,01171875;1339927,625;24,89610863;1234136,25;40,17418289;528969;21,34628105;-91966,13281;-2,993724823;1522986,625;49,57697678;160,6286926;142,3591003;14,30000019;36,82175064;2,874234676;6,189166546;6,053333282;6,75;0;0;0
Poland;POL;2023;3411683,25;2220032,5;60512,20313;678966,4375;153,6771698;2609676;1673158;76,71884918;618129,3125;18,11801529;603561;17,74339294;1974604,25;57,87771225;1765752;51,75603485;53818,74609;1,577483654;4,20222187;105,1083908;1594855,875;27,68521309;1420945;41,64938354;612967;21,5755558;-138687,875;-4,065086365;2094622;61,3955574;181,5357971;158,5980072;11,52891254;36,68735123;2,820242882;6,518333435;5,80583334;5,75;0;0;0
Portugal;PRT;2013;170492,2656;167837,5938;16049,80859;217963,6563;101,5816879;143741,4531;140322,2656;84,21907806;24946,63281;14,63211918;25312,80078;14,83094215;67526,03125;39,60650635;65653,04688;38,50793076;2789,080078;1,635898232;0,753234029;99,32801819;85112,25;38,05535126;76409,46094;44,8169632;38862,45703;25,00428391;-9555,198242;-5,604475975;219304,9688;128,6304474;88,38690186;106,8199921;0,440110534;10,45729542;17,20000076;0,220666662;6,294166565;0,75;0;0;0
Portugal;PRT;2014;173053,6875;169167,1875;16264,41504;219690,3438;102,2974319;146353,2656;142686,0781;84,50608063;26505,97266;15,31661797;26169,80078;15,11074448;69595,21875;40,21596909;69336,28125;40,0663414;273,8099976;0,158222571;0,753941;98,47019958;89529,64063;40,29160309;76799,77344;44,37915802;39441,82422;25,09551811;-14213,89844;-8,213577271;227034,9688;131,1933746;90,33370209;106,5228653;-0,159719035;10,40106201;14,60000038;0,209933341;3,754166603;-0,125;0;0;0
Portugal;PRT;2015;179713,1563;172198,7344;16624,58594;223627,2813;104,3638077;149472,4375;144874,8438;83,32135773;28494,09961;15,85532188;28082,30078;15,65409279;72990,70313;40,61511612;71662,02344;39,8757782;413,539978;0,230111137;0,901896;95,15537262;86707,39063;37,39120865;78712,34375;43,7988739;41216,60547;25,2890892;-9930,797852;-5,525915623;233054,0625;129,6811371;94,86060333;107,0426331;0,507563174;10,3580761;13;-0,019366667;2,423333406;-0,224999994;0;0;0
Portugal;PRT;2016;186489,8125;175676,2656;17013,90625;228143,4063;106,1553802;154293,0781;147840,2656;82,78380585;29526,04492;15,8325243;29311,59961;15,72673607;74989,08594;40,21082306;72849,27344;39,06340408;2186,060059;1,17221415;0,903890014;96,67790985;83615,89844;34,275383;80007,28125;42,90169144;41934,86719;24,81087875;-6055,000488;-3,24682641;243715;130,6854248;102,0608978;107,6928024;0,635833323;10,32545185;11,5;-0,263691664;3,171666622;-0,400000006;0;0;0
Portugal;PRT;2017;195947,2031;181836,0938;17653,47656;236142,9219;107,7603455;159293,3125;149918,9063;81,47615051;33755,28516;17,22672462;33404;17,08564949;83717,00781;42,72426605;81739,13281;41,71487427;2537,27002;1,29487431;0,887039006;96,87419891;88897,36719;34,81684494;83105,14063;42,41200638;44015,75781;24,7864151;-8460,104492;-4,31754303;247983,8906;126,5564804;112,7633972;109,1667023;1,555940151;10,30029964;9,199999809;-0,329050004;3,05250001;-0,400000006;0;0;0
Portugal;PRT;2018;205184,125;187017,1875;18185,57227;242871,3906;109,7140503;165752,5156;153082,3906;80,85581207;37529,14453;18,29047203;36548,60156;17,82879448;89143,71875;43,44572067;88194,375;42,98304367;1137,369995;0,554316759;0,847581983;98,00450897;88722,46875;32,26222992;88006,40625;42,89143372;46589,28906;25,15837479;-3406,798828;-1,660361767;253007,2344;123,3074112;123,270401;110,2515106;1,167626143;10,28382206;7,199999809;-0,322091669;1,839166641;-0,400000006;0;0;0
Portugal;PRT;2019;214374,625;192034,4063;18669,01563;249387,0469;111,6334457;173085,7813;157923,2813;80,69647217;39643,35938;18,49256134;39536,5;18,4328022;93271,01563;43,50842285;92301,77344;43,0562973;932,6099854;0,435037494;0,893409014;96,44661713;91004,17188;31,61449623;91251,40625;42,56632996;47899,92578;24,72319221;-3330,898682;-1,553774714;249977,5156;116,6077881;136,0594025;110,6243591;0,299821079;10,28626347;6,699999809;-0,356333345;0,757499993;-0,449999988;0;0;0
Portugal;PRT;2020;200518,8594;176094,5625;17101,40625;228686,6406;113,8699875;166008,8438;149686,4844;82,57803345;38332,48047;19,11664581;39193,89844;19,49628067;74285,76563;37,04677582;78584,77344;39,19071579;-2082,420166;-1,038515806;0,876828015;97,71273804;98743,25781;36,95185089;87074,25781;43,42447281;44545,09766;24,55426407;-13554,59766;-6,75976181;270494,875;134,8974762;146,8831024;110,6105957;-0,121337771;10,29708099;7;-0,425150007;0,416666657;-0,5;0;0;0
Portugal;PRT;2021;216053,2031;186197,875;17969,5918;241807,3906;116,0341949;177182,6406;156633,8125;81,84192657;44566,28516;20,62745857;44387,69922;20,50299835;89449,73438;41,40171432;95547,78906;44,22419357;-1635,879883;-0,757165313;0,845982015;96,6545639;102533,9219;34,90646744;96318,64063;44,58098221;48029,68359;24,61096573;-7984,696777;-3,695708513;270893,25;125,3826599;163,901001;112,0105515;0,941308975;10,36183071;6,599999905;-0,548766673;0,294999987;-0,5;0;0;0
Portugal;PRT;2022;242340,8125;198910,5625;19063,08594;258316,8281;121,8340607;197671,75;163977,4063;81,02726746;50046,40234;20,65124702;50189,89844;20,57324791;120198,5391;49,59896851;126032,2031;52,00617981;-2781,880127;-1,147920609;0,951774001;94,3609848;106873,5469;32,45533752;106094,4219;43,77901459;56301,80859;25,59181404;-4966,098145;-2,0492208;276117,9063;113,9378433;182,4837952;120,783989;8,102658272;10,43433189;6,135016441;0,341566652;2,170000076;0,4375;0;0;0
Portugal;PRT;2023;265502,9375;203408,4375;19229,07031;264158,0313;130,5270081;210053;166696,5313;78,55845642;52010,17578;19,58930206;53781,80078;20,1140461;125958,4063;47,44143295;123748,4922;46,60908508;3647,199707;1,373694658;0,925053;95,60959625;112418,6094;30,96004486;115611,8438;43,54446793;60915,58594;25,19101334;-2073,027832;-0,780792773;280878,4375;105,7910843;196,7911072;125,9913254;5,26428318;10,57817364;6,50829792;3,430599928;3,237499952;3,625;0;0;0
Russian Federation;RUS;2013;72985696;54888980;381688,6563;1444255,625;132,9696655;52433600;67157048;71,84091949;16985026;23,27168274;16013200;21,94018745;18863400;25,84533691;14919600;20,44181252;1064258,375;1,458173871;31,8725071;107,0044785;27376882;24,60618973;26962758;36,94252014;9439600;12,93349266;492499,9688;0,674789727;6617800;9,067255974;95,0582962;121,6330185;6,754668236;143,8056335;5,513000011;7,489416599;7,330833435;5,5;0;0;0
Russian Federation;RUS;2014;79030096;55293164;383348,7813;1454890,625;142,9292297;56735900;86547208;71,79032898;17695486;22,39086342;16926000;21,41718292;21425900;27,11109734;16351500;20,69024467;2207239,25;2,792909861;38,56586456;97,73828125;31806806;26,46175385;30030694;37,99905777;10475709;13,25536156;-952121,625;-1,204758286;8851735;11,20046139;97,76239777;131,1566925;7,820171356;144,2372284;5,211999893;9,435916901;8,464166641;17;0;0;0
Russian Federation;RUS;2015;83087296;54202376;374738,0313;1426189,5;153,2908783;58531100;79650736;70,44522095;18402774;22,14872551;17125600;20,61154938;23848900;28,70339012;17162500;20,65596008;4130177;4,970888615;61,33921432;79,57118988;31238768;30,64764977;30082122;36,20543671;8842212;10,64209461;-1214359,75;-1,461546779;11250656;13,54076576;94,72979736;151,5205078;15,53440189;144,6407166;5,614999771;14,75666714;10,8866663;11;0;0;0
Russian Federation;RUS;2016;85616000;54307292;374493,125;1428950,125;157,6510162;61398500;78430192;71,71372986;19773400;23,09542274;18733900;21,8812809;22135600;25,85448265;17691400;20,66363716;1640776,875;1,916437268;66,98271179;79,31898499;33807920;31,0284462;31707308;37,03432465;7862217;9,183121681;-2370912,75;-2,769240141;12193207;14,24173927;90,8588028;162,2023468;7,042434692;145,0154572;5,59100008;11,60249996;10,43833351;10;0;0;0
Russian Federation;RUS;2017;91843104;55299336;380604,9688;1455053,125;166,0835571;65289500;81096800;71,08800507;21681180;23,60675621;20189100;21,98213959;23962700;26,09088135;19090200;20,78564262;1877389,5;2,044126749;58,36246109;91,77923584;34822600;30,71030426;34240244;37,28123474;9449201;10,28840542;-1211454,375;-1,319047689;14993731;16,3253746;88,11019897;168,1598511;3,683000088;145,2932587;5,237999916;9,120833397;8,992500305;7,75;0;0;0
Russian Federation;RUS;2018;103861696;56851244;391004,0313;1495887,375;182,6902771;70705200;83906616;68,07629395;22764480;21,91808891;21452100;20,6544857;31982400;30,79325676;21590400;20,78764343;7249441,5;6,97989893;62,80624008;85,01141357;37455252;28,94414711;41074296;39,54710388;11911657;11,46876717;3234021,5;3,113776922;16792960;16,1685791;92,44249725;173,0008392;2,880000114;145,3981018;4,870999813;7,559166431;8,992500305;7,75;0;0;0
Russian Federation;RUS;2019;109608304;58100924;399447,2813;1528769,375;188,6515656;76397400;86750728;69,70037842;24862364;22,66151428;22910700;20,90233994;31165400;28,43343163;22793400;20,79532242;4248554,5;3,876124859;64,71797943;87,22802734;42585292;29,61402893;46607132;42,52153778;11989394;10,93839931;2298629,5;2,097130775;18935984;17,27604866;98,50769806;180,7080994;4,46999979;145,4532928;4,513000011;7,688333511;8,992500305;6,25;0;0;0
Russian Federation;RUS;2020;107658304;56559032;389403,9375;1488198,625;190,3467865;76939696;83406464;71,46670532;25659298;23,45582962;23211000;21,55991936;27476700;25,52218628;22010400;20,44472313;2550549,5;2,369115353;72,34135437;80,81880951;51741172;35,29981995;45629092;27,67671776;11626126;10,79911995;-2436013;-2,262726545;24752820;22,99202156;112,2823029;186,8155823;3,381659269;145,2451477;5,619999886;7,688333511;8,992500305;4,25;0;0;0
Russian Federation;RUS;2021;135773696;59877216;413668,7813;1575507,75;226,7535248;91058200;91058144;67,06612396;31330294;22,7091732;26072900;19,20319366;40421500;29,77121544;27732100;20,42522621;9203323;6,778428555;73,67980957;79,4590683;54627628;30,5455761;57391648;26,37086296;15758575;11,6064949;1809971,125;1,333079338;28331488;20,86669922;129,0702972;199,3138428;6,6944561;144,7467651;4,749000072;6,409999847;8,992500305;8,5;0;0;0
Russian Federation;RUS;2022;155188896;59130544;409954,25;1555861,125;262,4513245;102015600;91000168;65,73641205;35942488;22,79293442;31660700;20,40139771;43492800;28,02571869;23639900;15,2329855;16281254;10,49124908;68,71642303;102,2717285;70674544;31,75251961;72848992;27,30836487;17024746;10,97033882;1675373,25;1,079570293;30271514;19,50623703;158,822403;226,7350006;11,53144073;144,2369385;3,867000103;7,688333511;8,992500305;7,5;0;0;0
Russian Federation;RUS;2023;172148304;61288440;426128,6875;1612640,375;280,8821716;117535504;97018008;68,27571869;44951352;25,69760895;37635900;21,86248589;39737000;23,08300209;32270100;18,74552155;4269425,5;2,480085611;85,81156921;81,42580414;73120080;36,52899933;78844232;34,25699997;21298062;;3385132;1,966404438;33648108;19,54599953;163,9642944;240,0414886;5,859000206;143,8261261;3,075999975;6,409999847;8,992500305;16;0;0;0
Turkey;TUR;2013;1823427,375;1476079,875;19384,45117;548834,25;123,5317535;1373438,625;1113543;75,32181549;540089,3125;29,61946106;516877,5;28,34648705;433848,25;23,7930088;523948,875;28,73428917;-106345,3359;-5,832167149;1,906481981;91,75417328;594264,875;29,12136269;597977,3125;32,79413986;292682,6563;19,04965591;3712,459473;0,203597873;585714,875;32,12164688;139,7693024;124,6263046;7,493082523;76,14762115;8,993614197;6,927569866;7,769999981;4,5;0;0;0
