Date,Close_STOXX600,High_STOXX600,Low_STOXX600,Open_STOXX600,Volume_STOXX600
2020-02-21,428.07000732421875,430.8699951171875,426.1300048828125,429.3900146484375,241012300
2020-02-24,411.8599853515625,424.29998779296875,409.989990234375,424.29998779296875,336174500
2020-02-25,404.6000061035156,414.75,403.9599914550781,412.9100036621094,283347500
2020-02-26,404.6199951171875,405.7799987792969,392.8900146484375,403.25,316567300
2020-02-27,389.45001220703125,401.239990234375,385.05999755859375,401.239990234375,366660200
2020-02-28,375.6499938964844,385.04998779296875,371.20001220703125,385.04998779296875,533260100
2020-03-02,375.9700012207031,384.20001220703125,369.05999755859375,378.7300109863281,439821300
2020-03-03,381.1300048828125,388.44000244140625,378.6700134277344,378.6700134277344,374556200
2020-03-04,386.29998779296875,388.82000732421875,379.42999267578125,381.4200134277344,328466500
2020-03-05,380.760009765625,389.1000061035156,378.0400085449219,387.9700012207031,341903600
2020-03-06,366.79998779296875,378.3399963378906,364.0299987792969,378.3399963378906,395356800
2020-03-09,339.5,362.3800048828125,336.5400085449219,362.3800048828125,606630700
2020-03-10,335.6400146484375,353.3999938964844,334.2799987792969,341.739990234375,513551800
2020-03-11,333.1700134277344,343.3800048828125,332.260009765625,337.20001220703125,427769400
2020-03-12,294.92999267578125,327.9800109863281,294.32000732421875,327.9800109863281,694157300
2020-03-13,299.1600036621094,320.760009765625,295.2300109863281,297.9200134277344,596027500
2020-03-16,284.6300048828125,294.30999755859375,268.57000732421875,294.30999755859375,614569800
2020-03-17,291.07000732421875,295.19000244140625,275.2900085449219,287.1600036621094,520611300
2020-03-18,279.6600036621094,288.67999267578125,275.9200134277344,288.67999267578125,478145500
2020-03-19,287.79998779296875,288.2200012207031,275.7200012207031,277.510009765625,508812200
2020-03-20,293.0400085449219,301.9700012207031,291.010009765625,291.010009765625,672273700
2020-03-23,280.42999267578125,292.0400085449219,278.4100036621094,288.30999755859375,0
2020-03-24,304.0,304.0,284.010009765625,284.010009765625,420301900
2020-03-25,313.3800048828125,318.5199890136719,301.8500061035156,307.8599853515625,452247300
2020-03-26,321.3800048828125,321.3800048828125,306.0400085449219,310.0199890136719,373673300
2020-03-27,310.8999938964844,319.1700134277344,306.70001220703125,319.1700134277344,342220200
2020-03-30,314.8800048828125,314.8800048828125,303.3800048828125,311.3999938964844,294024800
2020-03-31,320.05999755859375,321.489990234375,313.9700012207031,316.3800048828125,386418100
2020-04-01,310.7699890136719,316.3500061035156,308.0299987792969,316.3500061035156,349682800
2020-04-02,312.0799865722656,314.010009765625,306.5799865722656,311.45001220703125,346144100
2020-04-03,309.05999755859375,312.010009765625,308.4100036621094,311.9800109863281,299157000
2020-04-06,320.5799865722656,321.05999755859375,312.4200134277344,312.4200134277344,301512500
2020-04-07,326.6099853515625,331.739990234375,323.239990234375,323.239990234375,376254100
2020-04-08,326.6700134277344,326.6700134277344,321.57000732421875,325.6199951171875,266335900
2020-04-09,331.79998779296875,332.8900146484375,326.3399963378906,328.4200134277344,309218200
2020-04-14,333.9100036621094,336.3500061035156,333.4200134277344,333.92999267578125,277928100
2020-04-15,323.05999755859375,333.70001220703125,322.3699951171875,333.510009765625,322323100
2020-04-16,324.9200134277344,327.239990234375,323.1000061035156,324.4700012207031,280862100
2020-04-17,333.4700012207031,335.8800048828125,328.57000732421875,328.57000732421875,310811200
2020-04-20,335.70001220703125,335.70001220703125,329.54998779296875,334.19000244140625,215334600
2020-04-21,324.30999755859375,333.8800048828125,324.30999755859375,333.8800048828125,239345400
2020-04-22,330.1400146484375,330.2200012207031,325.4800109863281,325.4800109863281,221466900
2020-04-23,333.239990234375,335.32000732421875,328.6300048828125,330.94000244140625,230040500
2020-04-24,329.5899963378906,332.9200134277344,328.4200134277344,331.55999755859375,216929200
2020-04-27,335.44000244140625,335.8800048828125,331.82000732421875,331.82000732421875,203319700
2020-04-28,341.0899963378906,342.8299865722656,335.55999755859375,335.760009765625,297910000
2020-04-29,347.05999755859375,347.2099914550781,340.3999938964844,341.3900146484375,307402300
2020-04-30,340.0299987792969,349.2200012207031,339.6199951171875,347.6700134277344,406684800
2020-05-04,328.44000244140625,334.8999938964844,327.4700012207031,334.8999938964844,280681200
2020-05-05,335.5,335.5,330.67999267578125,330.67999267578125,250569800
2020-05-06,334.3399963378906,337.3800048828125,333.8699951171875,335.7699890136719,235985200
2020-05-07,337.9800109863281,338.20001220703125,334.80999755859375,334.80999755859375,232301800
2020-05-08,341.04998779296875,341.1300048828125,339.0899963378906,339.0899963378906,88057400
2020-05-11,339.70001220703125,343.3800048828125,337.07000732421875,342.1000061035156,230687900
2020-05-12,340.57000732421875,341.6099853515625,338.3800048828125,338.9100036621094,225192200
2020-05-13,333.9700012207031,338.79998779296875,333.760009765625,338.79998779296875,259089900
2020-05-14,326.7099914550781,332.44000244140625,322.8699951171875,332.44000244140625,289337400
2020-05-15,328.239990234375,331.7200012207031,327.29998779296875,328.2300109863281,239373600
2020-05-18,341.5899963378906,341.82000732421875,330.70001220703125,330.70001220703125,242578300
2020-05-19,339.489990234375,343.2699890136719,337.44000244140625,342.2699890136719,329491500
2020-05-20,342.82000732421875,343.04998779296875,336.8800048828125,338.82000732421875,286044400
2020-05-22,340.1700134277344,340.8299865722656,334.57000732421875,338.70001220703125,253880700
2020-05-25,345.17999267578125,345.17999267578125,340.9800109863281,340.9800109863281,85563200
2020-05-26,348.9200134277344,349.7200012207031,347.010009765625,347.010009765625,314648700
2020-05-27,349.75,352.75,347.4100036621094,349.4200134277344,407509000
2020-05-28,355.4700012207031,356.04998779296875,350.8500061035156,350.8500061035156,322521100
2020-05-29,350.3599853515625,354.0,349.7799987792969,354.0,580548500
2020-06-02,359.7699890136719,360.6099853515625,355.9700012207031,355.9700012207031,322723400
2020-06-03,368.9200134277344,369.0899963378906,360.7799987792969,360.7799987792969,364911600
2020-06-04,366.25,369.4800109863281,364.57000732421875,367.69000244140625,337326700
2020-06-05,375.32000732421875,375.3999938964844,367.5400085449219,367.5400085449219,407200700
2020-06-08,374.1199951171875,375.5199890136719,371.4100036621094,374.44000244140625,371230900
2020-06-09,369.5400085449219,374.9800109863281,368.1300048828125,374.55999755859375,366495100
2020-06-10,368.1499938964844,373.0299987792969,367.0,370.1700134277344,309538900
2020-06-11,353.07000732421875,364.9800109863281,353.07000732421875,364.9800109863281,345740900
2020-06-12,354.05999755859375,358.8500061035156,349.2200012207031,351.7699890136719,295857300
2020-06-15,353.0899963378906,354.29998779296875,344.9100036621094,350.5400085449219,259217900
2020-06-16,363.3299865722656,366.6199951171875,355.32000732421875,355.32000732421875,319790900
2020-06-17,366.0199890136719,367.45001220703125,363.0299987792969,363.0299987792969,260799900
2020-06-18,363.4100036621094,367.30999755859375,361.510009765625,365.19000244140625,257886300
2020-06-19,365.4599914550781,367.4700012207031,364.4599914550781,364.4599914550781,508126000
2020-06-22,362.70001220703125,366.510009765625,361.4100036621094,364.25,207064600
2020-06-23,367.3999938964844,368.4700012207031,363.9100036621094,363.9100036621094,223615100
2020-06-24,357.1700134277344,366.6000061035156,357.1700134277344,366.6000061035156,225957800
2020-06-25,359.739990234375,360.4599914550781,352.67999267578125,356.7900085449219,244571700
2020-06-26,358.32000732421875,364.9800109863281,358.1499938964844,361.19000244140625,200171100
2020-06-29,359.8900146484375,361.5199890136719,356.32000732421875,357.6600036621094,200537200
2020-06-30,360.3399963378906,361.54998779296875,358.0400085449219,360.4599914550781,226240100
2020-07-01,361.19000244140625,362.9200134277344,356.6600036621094,360.80999755859375,198697200
2020-07-02,368.2900085449219,368.8500061035156,362.5799865722656,362.5799865722656,237879600
2020-07-03,365.42999267578125,369.2799987792969,364.2200012207031,368.489990234375,140948500
2020-07-06,371.2099914550781,372.3699951171875,367.30999755859375,367.30999755859375,198926800
2020-07-07,368.9599914550781,370.1099853515625,366.4599914550781,370.1099853515625,175809500
2020-07-08,366.4800109863281,369.3399963378906,365.7900085449219,367.8399963378906,181618500
2020-07-09,363.6400146484375,368.70001220703125,363.010009765625,367.4100036621094,180405800
2020-07-10,366.8299865722656,367.0199890136719,361.7799987792969,362.8399963378906,174619300
2020-07-13,370.5,370.7300109863281,367.7699890136719,368.1400146484375,182826800
2020-07-14,367.3999938964844,368.5199890136719,363.55999755859375,368.5199890136719,201143300
2020-07-15,373.8699951171875,375.4599914550781,368.989990234375,368.989990234375,222158900
2020-07-16,372.1300048828125,372.75,369.94000244140625,372.70001220703125,176757400
2020-07-17,372.7099914550781,373.1099853515625,371.1099853515625,372.8800048828125,194740800
2020-07-20,375.510009765625,376.2099914550781,369.82000732421875,372.1600036621094,165090400
2020-07-21,376.70001220703125,380.260009765625,376.1400146484375,376.9700012207031,240686100
2020-07-22,373.44000244140625,375.82000732421875,372.0199890136719,375.739990234375,189247100
2020-07-23,373.6499938964844,376.2699890136719,372.8999938964844,374.3599853515625,168506300
2020-07-24,367.2900085449219,371.32000732421875,365.760009765625,371.32000732421875,187260800
2020-07-27,366.1499938964844,367.5799865722656,365.010009765625,366.67999267578125,183360900
2020-07-28,367.67999267578125,368.0799865722656,364.75,366.5899963378906,168244100
2020-07-29,367.45001220703125,368.75,366.8500061035156,367.3699951171875,181764100
2020-07-30,359.5199890136719,367.8999938964844,356.5199890136719,367.8999938964844,286982000
2020-07-31,356.3299865722656,363.3500061035156,356.2799987792969,359.6600036621094,255531900
2020-08-03,363.6400146484375,364.4200134277344,355.2099914550781,356.3800048828125,226209500
2020-08-04,363.3900146484375,365.9200134277344,361.29998779296875,364.20001220703125,221531200
2020-08-05,365.1600036621094,367.0899963378906,363.7799987792969,363.7799987792969,206117500
2020-08-06,362.489990234375,366.3299865722656,360.9800109863281,364.82000732421875,207513000
2020-08-07,363.54998779296875,364.0,360.5299987792969,362.25,156090200
2020-08-10,364.6499938964844,366.32000732421875,362.80999755859375,364.0899963378906,147880900
2020-08-11,370.760009765625,372.5400085449219,365.7900085449219,365.7900085449219,218331800
2020-08-12,374.8800048828125,375.4800109863281,369.8299865722656,370.6000061035156,187146300
2020-08-13,372.5299987792969,374.20001220703125,372.1000061035156,373.9200134277344,153442300
2020-08-14,368.07000732421875,372.239990234375,365.3299865722656,372.239990234375,148680000
2020-08-17,369.260009765625,369.6300048828125,366.239990234375,367.8900146484375,127192800
2020-08-18,367.17999267578125,371.2300109863281,366.20001220703125,368.94000244140625,141927400
2020-08-19,369.5799865722656,369.5799865722656,365.92999267578125,367.0799865722656,124005800
2020-08-20,365.6400146484375,368.1400146484375,364.19000244140625,368.1400146484375,140322400
2020-08-21,365.0899963378906,367.8699951171875,361.9800109863281,366.42999267578125,150944200
2020-08-24,370.8500061035156,371.9700012207031,365.79998779296875,365.79998779296875,136815000
2020-08-25,369.75,374.1099853515625,369.75,371.3599853515625,154803400
2020-08-26,373.1199951171875,373.1300048828125,368.4599914550781,369.8699951171875,131263300
2020-08-27,370.7200012207031,373.29998779296875,370.70001220703125,373.1700134277344,161986900
2020-08-28,368.79998779296875,371.4700012207031,367.1600036621094,370.7099914550781,213993300
2020-08-31,366.510009765625,371.3500061035156,366.32000732421875,369.3599853515625,115945800
2020-09-01,365.2300109863281,369.4100036621094,362.82000732421875,367.29998779296875,230945600
2020-09-02,371.2799987792969,373.19000244140625,366.0400085449219,366.0400085449219,187957100
2020-09-03,366.0799865722656,375.9200134277344,364.8999938964844,372.1300048828125,209685200
2020-09-04,361.92999267578125,369.19000244140625,359.5799865722656,365.1000061035156,228394100
2020-09-07,367.9700012207031,368.4599914550781,362.1400146484375,362.1400146484375,154596900
2020-09-08,363.75,368.7699890136719,360.82000732421875,367.8900146484375,207359400
2020-09-09,369.6499938964844,370.20001220703125,363.239990234375,363.239990234375,189770300
2020-09-10,367.4800109863281,370.57000732421875,366.2699890136719,369.82000732421875,181611600
2020-09-11,367.9599914550781,369.05999755859375,366.1700134277344,367.5400085449219,163923300
2020-09-14,368.510009765625,371.0400085449219,367.489990234375,368.739990234375,155912800
2020-09-15,370.9599914550781,371.9700012207031,368.0400085449219,368.3999938964844,184551100
2020-09-16,373.1300048828125,373.1499938964844,370.92999267578125,371.20001220703125,191616300
2020-09-17,371.2300109863281,372.07000732421875,368.25,372.07000732421875,187077200
2020-09-18,368.7799987792969,371.94000244140625,368.7799987792969,370.8999938964844,489799500
2020-09-21,356.82000732421875,367.8599853515625,355.8699951171875,367.8599853515625,110780900
2020-09-22,357.54998779296875,359.94000244140625,357.239990234375,357.239990234375,89313500
2020-09-23,359.5299987792969,363.2099914550781,358.260009765625,358.260009765625,203296800
2020-09-24,355.8500061035156,358.80999755859375,354.5799865722656,357.8999938964844,208302100
2020-09-25,355.510009765625,356.9599914550781,351.239990234375,356.1499938964844,204972200
2020-09-28,363.3900146484375,363.82000732421875,357.0299987792969,357.0299987792969,214881900
2020-09-29,361.489990234375,363.239990234375,360.7799987792969,363.239990234375,170672500
2020-09-30,361.0899963378906,363.3599853515625,358.82000732421875,360.8500061035156,213222400
2020-10-01,361.79998779296875,364.42999267578125,360.3699951171875,361.9100036621094,200721400
2020-10-02,362.69000244140625,362.69000244140625,357.6300048828125,360.5799865722656,189190700
2020-10-05,365.6300048828125,366.3500061035156,363.6099853515625,363.6099853515625,178087000
2020-10-06,365.8800048828125,367.4100036621094,363.9700012207031,366.17999267578125,225287800
2020-10-07,365.45001220703125,367.1400146484375,364.42999267578125,365.6499938964844,192666700
2020-10-08,368.30999755859375,369.4800109863281,366.1600036621094,366.3699951171875,204924200
2020-10-09,370.3500061035156,370.55999755859375,368.6600036621094,368.6600036621094,178608700
2020-10-12,373.0,373.5799865722656,370.7200012207031,370.95001220703125,167989000
2020-10-13,370.9599914550781,373.1499938964844,369.8900146484375,373.1499938964844,192190600
2020-10-14,370.6199951171875,372.1099853515625,370.0199890136719,370.4800109863281,164941700
2020-10-15,362.9100036621094,369.6499938964844,361.19000244140625,369.6499938964844,206970800
2020-10-16,367.4800109863281,368.70001220703125,363.45001220703125,363.45001220703125,203751100
2020-10-19,366.80999755859375,370.70001220703125,366.1199951171875,368.05999755859375,143512400
2020-10-20,365.510009765625,367.67999267578125,365.0299987792969,366.260009765625,179891100
2020-10-21,360.7900085449219,366.3299865722656,360.6499938964844,365.989990234375,191382400
2020-10-22,360.2699890136719,361.3299865722656,356.42999267578125,360.4599914550781,188292300
2020-10-23,362.5,364.1099853515625,359.9599914550781,360.2099914550781,210392000
2020-10-26,355.95001220703125,360.9100036621094,355.8800048828125,360.7200012207031,208618100
2020-10-27,352.5799865722656,356.7200012207031,352.1300048828125,356.3599853515625,216105800
2020-10-28,342.1700134277344,351.17999267578125,339.75,351.17999267578125,314630400
2020-10-29,341.760009765625,344.5400085449219,338.57000732421875,342.1000061035156,270193600
2020-10-30,342.3599853515625,342.94000244140625,338.8399963378906,340.6099853515625,228702700
2020-11-02,347.8599853515625,348.4100036621094,341.3399963378906,343.20001220703125,208383000
2020-11-03,356.010009765625,356.0299987792969,349.1600036621094,349.1600036621094,233717700
2020-11-04,363.30999755859375,363.489990234375,351.3299865722656,354.3800048828125,241853600
2020-11-05,367.1199951171875,367.9599914550781,364.0,364.0,241657200
2020-11-06,366.3999938964844,368.2200012207031,363.260009765625,367.1600036621094,217412500
2020-11-09,380.989990234375,385.80999755859375,368.1300048828125,368.1300048828125,534407500
2020-11-10,384.4200134277344,385.42999267578125,380.0299987792969,380.6600036621094,461688600
2020-11-11,388.55999755859375,389.07000732421875,384.7099914550781,384.7099914550781,310292900
2020-11-12,385.1600036621094,387.8500061035156,384.5799865722656,386.79998779296875,267753800
2020-11-13,385.17999267578125,386.5799865722656,383.510009765625,384.3900146484375,241864600
2020-11-16,389.739990234375,391.57000732421875,386.0899963378906,386.8900146484375,337486800
2020-11-17,388.82000732421875,389.9700012207031,386.8900146484375,389.1300048828125,284763600
2020-11-18,390.5400085449219,391.0799865722656,387.1400146484375,388.29998779296875,249034900
2020-11-19,387.6000061035156,388.55999755859375,386.4599914550781,388.4100036621094,237675400
2020-11-20,389.6099853515625,390.54998779296875,386.95001220703125,387.3800048828125,214267300
2020-11-23,388.8399963378906,392.9700012207031,388.8399963378906,390.6600036621094,234773600
2020-11-24,392.3900146484375,392.3900146484375,390.45001220703125,390.5899963378906,316719600
2020-11-25,392.0899963378906,393.67999267578125,390.69000244140625,393.0,280451100
2020-11-26,391.6300048828125,393.07000732421875,391.2200012207031,392.44000244140625,193423200
2020-11-27,393.2300109863281,393.5,390.7300109863281,391.25,312114500
2020-11-30,389.3599853515625,393.8699951171875,389.3599853515625,392.2900085449219,370613400
2020-12-01,391.8999938964844,393.1099853515625,389.9800109863281,389.9800109863281,241251400
2020-12-02,391.69000244140625,391.9700012207031,389.6000061035156,390.9599914550781,246619800
2020-12-03,391.7200012207031,392.1000061035156,389.80999755859375,391.9100036621094,226883600
2020-12-04,394.0400085449219,394.0400085449219,391.5400085449219,391.5400085449219,260750700
2020-12-07,392.8399963378906,393.6300048828125,390.2900085449219,393.4800109863281,221220400
2020-12-08,393.6400146484375,393.8999938964844,390.54998779296875,392.739990234375,180040900
2020-12-09,394.8999938964844,396.6099853515625,394.2099914550781,394.2099914550781,206027400
2020-12-10,393.1499938964844,395.44000244140625,391.29998779296875,394.5400085449219,253403800
2020-12-11,390.1199951171875,392.6400146484375,387.20001220703125,392.6400146484375,244825600
2020-12-14,391.8500061035156,394.45001220703125,391.67999267578125,391.67999267578125,207740500
2020-12-15,392.8399963378906,393.4200134277344,390.9599914550781,391.67999267578125,204633700
2020-12-16,396.0799865722656,396.8500061035156,393.7900085449219,393.7900085449219,227325300
2020-12-17,397.2799987792969,398.489990234375,396.8599853515625,396.8599853515625,207353400
2020-12-18,395.8999938964844,399.07000732421875,395.7200012207031,396.510009765625,347207600
2020-12-21,386.69000244140625,392.1400146484375,381.6300048828125,392.1400146484375,277902400
2020-12-22,391.25,391.7900085449219,387.760009765625,387.760009765625,153683100
2020-12-23,395.489990234375,395.67999267578125,392.04998779296875,392.0899963378906,170468900
2020-12-28,398.5799865722656,399.1199951171875,396.6099853515625,396.6099853515625,68058000
2020-12-29,401.6099853515625,403.260009765625,399.8699951171875,399.8699951171875,161387800
2020-12-30,400.25,402.75,400.19000244140625,401.7300109863281,108649600
2021-01-04,401.69000244140625,405.760009765625,400.4200134277344,400.5899963378906,217955900
2021-01-05,400.94000244140625,402.7799987792969,399.3500061035156,400.8399963378906,184265400
2021-01-06,406.4100036621094,407.29998779296875,400.5,402.0799865722656,286015700
2021-01-07,408.489990234375,409.3900146484375,406.4599914550781,408.0899963378906,235099200
2021-01-08,411.1700134277344,411.9200134277344,410.0199890136719,410.0199890136719,216734600
2021-01-11,408.4100036621094,410.9700012207031,406.45001220703125,410.4100036621094,182564200
2021-01-12,408.6099853515625,410.1099853515625,407.3399963378906,409.1700134277344,190728100
2021-01-13,409.07000732421875,409.739990234375,407.94000244140625,408.80999755859375,181754200
2021-01-14,412.0,412.4599914550781,409.7099914550781,409.7099914550781,194332300
2021-01-15,407.8500061035156,411.19000244140625,405.4200134277344,411.19000244140625,218522300
2021-01-18,408.67999267578125,408.75,406.3900146484375,407.0199890136719,125093100
2021-01-19,407.9200134277344,410.8599853515625,407.57000732421875,410.1499938964844,172615800
2021-01-20,410.8399963378906,411.92999267578125,408.6199951171875,408.6400146484375,172622400
2021-01-21,410.8900146484375,413.9800109863281,410.7900085449219,412.45001220703125,172924500
2021-01-22,408.5400085449219,409.8800048828125,405.739990234375,409.8800048828125,191471800
2021-01-25,405.1300048828125,410.8599853515625,403.8999938964844,410.17999267578125,211863100
2021-01-26,407.70001220703125,409.760009765625,404.75,404.75,197861100
2021-01-27,402.9800109863281,408.32000732421875,399.239990234375,407.6300048828125,266840400
2021-01-28,403.3900146484375,404.4800109863281,394.3999938964844,400.8599853515625,257028400
2021-01-29,395.8500061035156,401.2099914550781,395.8500061035156,401.2099914550781,244280700
2021-02-01,400.7699890136719,401.8599853515625,397.0799865722656,397.0799865722656,184282100
2021-02-02,405.9200134277344,406.42999267578125,402.260009765625,402.260009765625,202266300
2021-02-03,407.2699890136719,410.1300048828125,406.44000244140625,407.6400146484375,229680300
2021-02-04,409.5400085449219,409.80999755859375,406.9200134277344,407.07000732421875,243164200
2021-02-05,409.5400085449219,411.5899963378906,408.4599914550781,410.0799865722656,253713200
2021-02-08,410.7799987792969,412.2900085449219,410.1600036621094,410.1600036621094,219967600
2021-02-09,410.4200134277344,411.1199951171875,408.8999938964844,411.010009765625,161511100
2021-02-10,409.4700012207031,411.9200134277344,407.4800109863281,411.2099914550781,210429000
2021-02-11,411.3500061035156,411.55999755859375,409.5199890136719,409.9700012207031,174139200
2021-02-12,414.0,414.0,409.25,411.1199951171875,157254700
2021-02-15,419.4700012207031,420.1400146484375,415.82000732421875,415.82000732421875,194861500
2021-02-16,419.20001220703125,420.57000732421875,418.7099914550781,419.8800048828125,184545200
2021-02-17,416.1000061035156,418.6400146484375,415.55999755859375,418.6400146484375,193909300
2021-02-18,412.70001220703125,417.260009765625,411.8699951171875,415.8699951171875,202089900
2021-02-19,414.8800048828125,415.7200012207031,412.2699890136719,413.07000732421875,227841300
2021-02-22,413.05999755859375,413.80999755859375,409.54998779296875,413.80999755859375,207706500
2021-02-23,411.32000732421875,414.5,406.67999267578125,413.17999267578125,273441700
2021-02-24,413.2099914550781,413.70001220703125,410.6199951171875,410.9599914550781,294350000
2021-02-25,411.7300109863281,415.3800048828125,411.7300109863281,414.0799865722656,260384600
2021-02-26,404.989990234375,410.6400146484375,404.0400085449219,408.9800109863281,299832700
2021-03-01,412.44000244140625,412.760009765625,408.25,408.25,193935100
2021-03-02,413.2300109863281,415.3699951171875,411.3299865722656,412.05999755859375,185747900
2021-03-03,413.4200134277344,416.69000244140625,410.54998779296875,413.79998779296875,242882900
2021-03-04,411.9100036621094,412.8399963378906,409.0299987792969,411.7099914550781,233110700
2021-03-05,408.67999267578125,413.19000244140625,407.1400146484375,410.6199951171875,257580800
2021-03-08,417.25,417.6199951171875,410.2300109863281,410.2300109863281,258755200
2021-03-09,420.4100036621094,421.04998779296875,416.19000244140625,417.3399963378906,258435900
2021-03-10,422.1099853515625,422.7099914550781,418.6600036621094,419.9599914550781,226418400
2021-03-11,424.1700134277344,424.2300109863281,422.54998779296875,422.67999267578125,231054000
2021-03-12,423.0799865722656,423.42999267578125,421.67999267578125,423.42999267578125,198579500
2021-03-15,423.0799865722656,426.1300048828125,421.95001220703125,423.9700012207031,194016900
2021-03-16,426.82000732421875,426.9599914550781,424.0799865722656,424.0799865722656,2219700
2021-03-17,424.9100036621094,426.9800109863281,424.1199951171875,426.5799865722656,2177300
2021-03-18,426.5899963378906,427.260009765625,424.7900085449219,425.4100036621094,244183300
2021-03-19,423.3500061035156,426.0199890136719,421.3999938964844,424.95001220703125,509089700
2021-03-22,424.1700134277344,424.3599853515625,420.7300109863281,422.5299987792969,205450500
2021-03-23,423.30999755859375,424.3399963378906,420.94000244140625,423.3999938964844,222826700
2021-03-24,423.3900146484375,423.69000244140625,420.3599853515625,421.95001220703125,207476500
2021-03-25,423.0799865722656,423.57000732421875,419.04998779296875,422.3800048828125,197372000
2021-03-26,426.92999267578125,427.2099914550781,424.19000244140625,424.19000244140625,199100800
2021-03-29,427.6099853515625,428.739990234375,426.5799865722656,427.2300109863281,176527000
2021-03-30,430.6499938964844,431.0799865722656,428.1400146484375,428.1400146484375,186096200
2021-03-31,429.6000061035156,431.760009765625,429.6000061035156,430.8500061035156,218633900
2021-04-01,432.2200012207031,432.6499938964844,429.6099853515625,429.6099853515625,162078600
2021-04-06,435.260009765625,436.4700012207031,433.2900085449219,433.2900085449219,204328000
2021-04-07,434.32000732421875,435.6300048828125,433.69000244140625,434.57000732421875,171946800
2021-04-08,436.8599853515625,436.8800048828125,434.8800048828125,434.8800048828125,200252600
2021-04-09,437.2300109863281,437.6499938964844,436.1000061035156,436.6700134277344,164371900
2021-04-12,435.239990234375,437.0400085449219,435.010009765625,437.010009765625,153272900
2021-04-13,435.75,436.5899963378906,434.20001220703125,435.45001220703125,161892300
2021-04-14,436.57000732421875,437.1499938964844,435.7300109863281,436.2799987792969,156288900
2021-04-15,438.54998779296875,439.1300048828125,436.6600036621094,436.6600036621094,162548400
2021-04-16,442.489990234375,442.510009765625,438.2900085449219,438.2900085449219,198487300
2021-04-19,442.17999267578125,443.6099853515625,441.5299987792969,442.44000244140625,149749300
2021-04-20,433.79998779296875,441.57000732421875,433.3500061035156,441.20001220703125,210250300
2021-04-21,436.6400146484375,437.2699890136719,433.75,434.2099914550781,179060100
2021-04-22,439.6300048828125,439.80999755859375,437.239990234375,437.239990234375,170160500
2021-04-23,439.0400085449219,439.6000061035156,436.57000732421875,439.20001220703125,148579500
2021-04-26,440.20001220703125,440.75,438.5,439.32000732421875,145926700
